Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Green Bay Packers,16,14,38,2,,1,3,,58,1,3,53,55,27,33,1,486,30.4
2,Denver Broncos,16,15,40,,,1,2,,58,2,2,56,56,24,29,1,482,30.1
3,Philadelphia Eagles,16,16,27,2,2,2,2,3,54,,0,54,54,32,36,,474,29.6
4,New England Patriots,16,13,34,1,,2,,2,52,,1,51,51,35,37,,468,29.3
5,Dallas Cowboys,16,16,37,,,1,2,,56,,0,56,56,25,29,,467,29.2
6,Indianapolis Colts,16,9,42,,,1,1,,53,,3,50,50,30,31,,458,28.6
7,Pittsburgh Steelers,16,10,33,1,,1,4,,49,4,4,45,45,29,32,1,436,27.3
8,Baltimore Ravens,16,16,27,,1,,1,1,46,1,3,42,42,29,34,1,409,25.6
9,New Orleans Saints,16,16,33,,,,,,49,,1,46,47,19,22,2,401,25.1
10,Seattle Seahawks,16,20,20,,,,2,1,43,,1,41,41,31,37,1,394,24.6
11,Miami Dolphins,16,12,27,,,1,2,,42,1,1,41,41,29,37,3,388,24.3
12,Atlanta Falcons,16,11,28,1,,1,1,,42,1,2,40,40,29,32,,381,23.8
13,New York Giants,16,13,30,,,1,,,44,,0,44,44,24,26,,380,23.8
14,Houston Texans,16,12,22,,,1,4,1,40,,0,40,40,30,35,1,372,23.3
15,Cincinnati Bengals,16,19,20,,,,1,,40,1,1,39,39,26,33,3,365,22.8
16,Kansas City Chiefs,16,18,18,1,1,1,1,,40,,2,38,38,25,30,,353,22.1
17,San Diego Chargers,16,6,31,,,3,,,40,,0,40,40,22,26,1,348,21.8
18,Buffalo Bills,16,7,23,1,1,1,,1,34,2,2,31,32,34,38,1,343,21.4
19,Carolina Panthers,16,10,23,1,,,2,,36,1,2,34,34,29,35,,339,21.2
20,Minnesota Vikings,16,12,17,,,2,2,2,35,4,4,29,29,26,35,,325,20.3
21,St. Louis Rams,16,11,20,2,,,3,,36,1,1,34,35,24,30,,324,20.3
22,Detroit Lions,16,11,22,,,1,1,,35,1,3,32,32,25,38,1,321,20.1
23,Chicago Bears,16,8,30,,1,,1,,40,5,5,33,35,12,16,,319,19.9
24,Arizona Cardinals,16,6,21,1,,1,3,,32,2,5,27,27,29,33,,310,19.4
25,San Francisco 49ers,16,10,20,,,1,2,,33,,0,33,33,25,31,,306,19.1
26,Washington Redskins,16,15,18,,,,,,33,,1,31,32,24,27,,301,18.8
27,Cleveland Browns,16,17,12,,,1,2,,32,,2,30,30,25,32,1,299,18.7
28,New York Jets,16,11,16,,,,,,27,,4,23,23,32,39,1,283,17.7
29,Tampa Bay Buccaneers,16,7,21,,,,3,,31,,0,31,31,20,24,,277,17.3
30,Tennessee Titans,16,6,20,,,1,1,,28,,1,27,27,19,22,1,254,15.9
31,Oakland Raiders,16,4,22,,,1,,1,28,,0,28,28,19,22,,253,15.8
32,Jacksonville Jaguars,16,9,15,,,2,1,,27,1,4,23,23,20,26,1,249,15.6
,Avg Team,,11.9,25.2,0.4,0.2,0.9,1.5,0.4,,0.9,1.8,38.2,38.4,25.9,30.8,0.7,361.4,22.6
,League Total,,380,807,13,6,28,47,12,1293,28,58,1222,1230,829,987,21,11565,
,Avg Tm/G,,0.74,1.58,0.03,0.01,0.05,0.09,0.02,2.53,0.05,0.11,2.39,2.40,1.62,1.93,0.04,22.6,
