Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,New Orleans Saints,16,20,34,3,,,,,57,,3,53,54,22,27,1,463,28.9
2,San Diego Chargers,16,13,34,,1,1,2,,51,2,5,46,46,27,32,1,439,27.4
3,New York Giants,16,19,23,,,,2,1,45,1,2,41,41,36,39,3,427,26.7
4,Arizona Cardinals,16,14,31,,1,1,2,2,51,1,5,44,44,25,28,,427,26.7
5,Green Bay Packers,16,11,28,2,,1,6,,48,2,2,46,46,27,34,,419,26.2
6,Philadelphia Eagles,16,15,23,1,1,3,2,,45,,0,45,45,33,40,1,416,26.0
7,Carolina Panthers,16,30,15,,,2,,,47,1,1,46,46,28,31,,414,25.9
8,New England Patriots,16,21,21,,1,,,,43,2,3,40,40,36,40,,410,25.6
9,New York Jets,16,20,22,,1,2,3,,48,2,6,41,41,24,29,,405,25.3
10,Atlanta Falcons,16,23,16,1,,1,2,,43,1,1,42,42,29,31,1,391,24.4
11,Baltimore Ravens,16,20,16,,,1,5,,42,1,1,41,41,28,35,3,385,24.1
12,Minnesota Vikings,16,15,22,1,,2,,1,41,,1,40,40,29,34,3,379,23.7
13,Indianapolis Colts,16,13,27,,,3,2,,45,2,2,43,43,20,25,,377,23.6
14,Tennessee Titans,16,24,13,,,,3,1,41,1,1,40,40,29,33,,375,23.4
15,Chicago Bears,16,15,20,,1,3,1,2,42,1,1,41,41,26,29,1,375,23.4
16,Denver Broncos,16,15,25,,,2,,,42,2,2,39,40,25,34,,370,23.1
17,Houston Texans,16,16,21,2,,,1,,40,1,2,37,37,29,33,,366,22.9
18,Dallas Cowboys,16,12,29,,1,,1,,43,,1,42,42,20,22,1,362,22.6
19,Tampa Bay Buccaneers,16,13,18,1,1,1,3,1,38,1,2,35,36,32,38,,361,22.6
20,Pittsburgh Steelers,16,16,19,,,1,2,,38,,1,36,37,27,31,1,347,21.7
21,Miami Dolphins,16,18,20,,,,2,,40,,0,40,40,21,25,1,345,21.6
22,San Francisco 49ers,16,10,21,,1,1,1,2,36,1,2,34,34,29,33,,339,21.2
23,Buffalo Bills,16,16,14,1,1,,3,,35,1,1,34,34,30,38,,336,21.0
24,Jacksonville Jaguars,16,17,15,,,1,2,,35,,2,33,33,19,25,1,302,18.9
25,Seattle Seahawks,16,10,18,,,2,2,,32,,2,30,30,24,27,,294,18.4
26,Kansas City Chiefs,16,9,23,,,1,2,,35,1,4,31,31,16,22,,291,18.2
27,Detroit Lions,16,10,18,,,1,,,29,2,3,25,26,21,22,1,268,16.8
28,Washington Redskins,16,12,14,1,,,,,27,,2,25,25,26,36,,265,16.6
29,Oakland Raiders,16,9,13,3,2,,,,27,,1,25,26,24,30,2,263,16.4
30,St. Louis Rams,16,8,11,,,1,,,20,,1,19,19,31,36,,232,14.5
31,Cleveland Browns,16,6,11,,1,,2,,20,2,2,18,18,30,36,,232,14.5
32,Cincinnati Bengals,16,6,11,,,2,1,,20,,2,18,18,22,25,,204,12.8
,Avg Team,,14.9,20.2,0.5,0.4,1.0,1.6,0.3,,0.9,2.0,36.6,36.8,26.4,31.3,0.7,352.5,22.0
,League Total,,476,646,16,13,33,52,10,1246,28,64,1170,1176,845,1000,21,11279,
,Avg Tm/G,,0.93,1.26,0.03,0.03,0.06,0.10,0.02,2.43,0.05,0.13,2.29,2.30,1.65,1.95,0.04,22.0,
