Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Dallas Cowboys,16,17,21,1,,1,3,1,,,,43,44,28,35,1,393,24.6
2,Seattle Seahawks,16,11,23,,,1,2,,,,,35,37,22,32,2,327,20.4
3,New York Jets,16,16,31,1,,,2,,,,,46,50,21,31,1,411,25.7
4,Phoenix Cardinals,16,12,24,,,2,3,,,,,40,41,29,40,2,377,23.6
5,Pittsburgh Steelers,16,16,17,,,4,1,,,,,37,38,19,27,2,326,20.4
6,San Diego Chargers,16,13,15,,1,,,,,,,27,29,29,41,1,290,18.1
7,Atlanta Falcons,16,26,19,,,4,,,,,,48,49,31,36,1,437,27.3
8,New England Patriots,16,19,27,,,,2,,,,,46,48,19,26,,391,24.4
9,Indianapolis Colts,16,10,15,1,,1,2,,,,,29,29,32,43,1,301,18.8
10,Detroit Lions,16,18,19,,1,1,3,,,,,41,42,23,33,1,364,22.8
11,Los Angeles Raiders,16,15,18,1,2,,,,,,,36,36,15,21,,297,18.6
12,Kansas City Chiefs,16,9,16,,2,3,2,,,,,31,32,21,26,,286,17.9
13,Tampa Bay Buccaneers,16,18,29,,,2,2,,,,,51,51,20,24,1,419,26.2
14,Miami Dolphins,16,19,21,,,1,1,1,,,,42,43,25,33,2,379,23.7
15,Cleveland Browns,16,8,20,,,1,1,,,,,29,29,15,28,,254,15.9
16,Philadelphia Eagles,16,6,26,,1,,,,,,,30,33,14,26,2,274,17.1
17,New York Giants,16,10,16,,,2,2,,,,,30,30,14,21,,252,15.8
18,Minnesota Vikings,16,14,18,,,,2,,,,,32,33,13,21,,275,17.2
19,Chicago Bears,16,21,21,,,,1,,,,,41,43,26,36,,377,23.6
20,Denver Broncos,16,10,13,,,1,1,,,,,25,25,17,27,,226,14.1
21,Green Bay Packers,16,15,22,,,2,2,,,,,39,41,23,30,1,356,22.3
22,Houston Oilers,16,20,28,,1,1,,2,,,,49,51,17,21,,412,25.8
23,New Orleans Saints,16,10,23,,,1,1,,,,,34,35,19,24,,301,18.8
24,Washington Redskins,16,9,25,,1,1,1,1,,,,38,38,14,23,,308,19.3
25,Cincinnati Bengals,16,9,22,,,1,,,,,,31,32,20,27,1,285,17.8
26,Buffalo Bills,16,15,14,,,1,2,2,,,,33,34,26,37,1,317,19.8
27,Los Angeles Rams,16,13,24,1,,,,,,,,36,38,26,29,1,344,21.5
28,San Francisco 49ers,16,9,15,,,2,,,,,,26,26,23,31,1,253,15.8
,Avg Team,,13.9,20.8,0.2,0.3,1.0,1.3,0.4,,,0.0,36.6,37.4,21.5,29.6,0.8,329.7,20.6
,League Total,,388,582,5,9,29,36,11,1060,,0,1025,1047,601,829,22,9232,
,Avg Tm/G,,0.87,1.30,0.01,0.02,0.06,0.08,0.02,2.37,,0.00,2.29,2.34,1.34,1.85,0.05,20.6,
